time,gFx,gFy,gFz,TgF
14.931466,-0.5208,-0.6929,0.2579,0.90
14.980228,-0.4714,-0.7422,-0.1688,0.90
15.034363,-0.2024,-0.7881,-0.3888,0.90
15.080621,0.1480,-0.6151,-0.0802,0.64
15.135605,0.1054,-0.7493,0.2982,0.81
15.180782,-0.8700,-1.0480,1.2137,1.82
15.231532,-1.5330,-0.9008,0.0018,1.78
15.282730,-0.7486,-1.3975,0.0914,1.59
15.334338,-0.1563,-1.4359,-0.1685,1.45
15.388238,0.0636,-0.5665,-0.0923,0.58
15.432275,-0.0112,-0.8204,-0.0704,0.82
15.488977,-0.1392,-1.1250,-0.1188,1.14
15.542412,-0.2072,-0.8393,-0.1881,0.88
15.588777,-0.4936,-0.8640,0.0016,1.00
15.640923,-0.7060,-0.8719,-0.0548,1.12
15.689012,-0.6492,-0.8256,-0.0312,1.05
15.734809,-0.5835,-0.7783,0.4584,1.08
15.789976,-0.7105,-0.8842,0.3119,1.18
15.841358,-0.6104,-1.0448,0.2500,1.24
15.888485,-0.8537,-1.1199,0.0164,1.41
15.941407,-0.5983,-0.9643,-0.0827,1.14
15.988718,-0.4964,-1.4440,-0.3380,1.56
16.041412,-0.2765,-1.0933,0.0631,1.13
16.089403,-0.5180,-0.6200,0.5695,0.99
16.142837,-0.3926,-0.8850,-0.1621,0.98
16.188222,-0.2720,-0.7388,-0.4755,0.92
16.241246,0.0740,-0.6451,-0.1307,0.66
16.289061,0.0260,-0.9038,0.2627,0.94
16.346380,-1.1101,-0.8659,0.8234,1.63
16.389460,-1.3859,-0.7111,-0.0283,1.56
16.440781,-0.6066,-0.9782,0.0113,1.15
16.488449,-0.4519,-1.8741,-0.1556,1.93
16.540719,0.0082,-0.6408,0.0776,0.65
16.588149,-0.1503,-0.7862,0.0282,0.80
16.641448,-0.2565,-1.0599,-0.0931,1.09
16.688211,-0.2333,-0.9236,-0.2912,1.00
16.740220,-0.3548,-0.7920,-0.0901,0.87
16.789223,-0.5313,-0.8505,-0.0279,1.00
16.840439,-0.5313,-0.8594,-0.0114,1.01
16.896661,-0.4789,-0.8547,0.2169,1.00
16.940349,-0.5409,-0.8932,0.0620,1.05
16.989808,-0.7128,-0.8601,-0.1270,1.12
17.044191,-0.8112,-0.9365,0.0645,1.24
17.096459,-0.6798,-0.8679,0.3313,1.15
17.148979,-0.3946,-1.3057,0.0308,1.36
17.196688,-0.1616,-1.9976,0.3500,2.03
17.249232,-0.4136,-0.8038,0.3352,0.96
17.296464,-0.4554,-0.6453,0.0811,0.79
17.350206,-0.4689,-0.5787,-0.0455,0.75
17.396306,-0.1069,-0.6427,0.0030,0.65
17.453954,-0.1362,-0.6945,0.1839,0.73
17.496706,-0.6772,-0.7970,0.4980,1.16
17.550281,-1.6769,-0.8987,0.4264,1.95
17.596850,-0.6616,-0.6180,0.2420,0.94
17.650429,-0.6622,-1.4685,-0.1083,1.61
17.697860,-0.0138,-0.7588,0.0460,0.76
17.749750,-0.1511,-0.7829,-0.1010,0.80
17.797400,-0.1977,-0.9433,-0.1599,0.98
17.849483,-0.2574,-1.0487,-0.2248,1.10
17.896985,-0.3835,-0.8040,-0.0806,0.89
17.948191,-0.5240,-0.8500,-0.0181,1.00
17.996574,-0.5292,-0.7969,-0.0861,0.96
18.049173,-0.5498,-0.8695,0.0201,1.03
18.096798,-0.5640,-1.0273,0.1811,1.19
18.149304,-0.9764,-0.9108,0.2355,1.36
18.196501,-0.8461,-1.0619,0.4518,1.43
18.257564,-0.4013,-0.9754,-0.0685,1.06
18.305111,-0.3238,-1.2982,-0.2593,1.36
18.354000,-0.2056,-1.3112,0.1386,1.33
18.405714,-0.3742,-0.8552,0.4162,1.02
18.453655,-0.2656,-0.8404,-0.0301,0.88
18.505456,-0.2001,-0.6176,-0.2235,0.69
18.554499,-0.1028,-0.6914,0.0667,0.70
18.605385,-0.3382,-0.8749,0.5550,1.09
18.653924,-1.4124,-0.7106,0.6413,1.71
18.705023,-0.7744,-0.5099,0.0621,0.93
18.759123,-0.4629,-1.9840,-0.0767,2.04
18.804872,0.0345,-0.7000,0.0721,0.70
18.856280,-0.1728,-0.8296,-0.0620,0.85
18.904531,-0.3707,-0.9472,-0.0905,1.02
18.961294,-0.3439,-0.8979,-0.2725,1.00
19.004469,-0.3388,-0.7147,-0.1032,0.80
19.056510,-0.4764,-0.8666,-0.0334,0.99
19.104110,-0.5077,-0.9277,-0.0457,1.06
19.162439,-0.4632,-0.9755,0.1437,1.09
19.204464,-0.5952,-0.8895,0.3787,1.14
19.258030,-0.7205,-0.8203,0.2366,1.12
19.305791,-0.8955,-1.1821,0.2147,1.50
19.362109,-0.5565,-0.8183,0.0013,0.99
19.404722,-0.4564,-1.0715,-0.2733,1.20
19.458131,-0.4781,-1.3703,-0.2566,1.47
19.505158,-0.4744,-0.7305,0.1742,0.89
19.560574,-0.5028,-0.7525,0.2870,0.95
19.605116,-0.3044,-0.8939,-0.2409,0.97
19.661970,-0.0837,-0.7396,-0.2652,0.79
19.705918,-0.0215,-0.7895,0.1044,0.80
19.758434,-0.8460,-1.0485,0.9012,1.62
19.812792,-0.9569,-0.6985,-0.1125,1.19
19.866661,-0.4437,-1.3019,-0.0959,1.38
19.907046,-0.2063,-1.5064,0.0093,1.52
19.966600,-0.2680,-0.9776,0.2668,1.05
20.013525,-0.4338,-0.8972,0.0014,1.00
20.063417,-0.4179,-0.8180,-0.2190,0.94
20.113384,-0.4103,-0.7174,-0.2867,0.87
20.161640,-0.4089,-0.7971,-0.1261,0.90
20.212962,-0.3335,-0.9595,-0.0952,1.02
20.270406,-0.4127,-0.9748,0.0461,1.06
20.312752,-0.4665,-0.9428,0.2024,1.07
20.367051,-0.5466,-0.9523,0.2163,1.12
20.412990,-0.6609,-0.9679,-0.0037,1.17
20.463334,-0.8181,-1.1027,-0.0228,1.37
20.513340,-0.6568,-0.8625,0.2759,1.12
20.564255,-0.3437,-0.9255,0.0493,0.99
20.613358,-0.4012,-1.3716,-0.0477,1.43
20.668100,-0.5451,-0.7239,0.0551,0.91
20.713974,-0.5623,-0.6932,-0.0239,0.89
20.763624,-0.4643,-0.9041,-0.0940,1.02
20.813304,-0.1150,-0.9019,-0.1195,0.92
20.863670,0.1497,-0.7202,-0.0383,0.74
20.922110,-0.3514,-1.1141,0.7775,1.40
20.971328,-1.3131,-0.8257,0.2059,1.56
21.021528,-0.4590,-0.5513,0.0250,0.72
21.064863,-0.5520,-2.0982,-0.0230,2.17
21.121849,-0.0377,-0.5433,0.2357,0.59
21.167405,-0.2533,-0.7952,0.0044,0.83
21.222070,-0.4249,-0.9510,-0.0958,1.05
21.274913,-0.4184,-0.8699,-0.2554,1.00
21.320846,-0.3808,-0.7636,-0.1287,0.86
21.367360,-0.4027,-0.8615,-0.0421,0.95
21.421544,-0.3677,-0.9125,-0.0289,0.98
21.471479,-0.4064,-0.9909,0.1231,1.08
21.521869,-0.5414,-1.0262,0.1214,1.17
21.567821,-0.8267,-0.8848,0.0505,1.21
21.621738,-0.9735,-0.9484,0.1699,1.37
21.671144,-0.5010,-0.9191,0.2613,1.08
21.721555,-0.3490,-1.0209,-0.1908,1.10
21.771493,-0.3709,-1.4624,-0.2020,1.52
21.820697,-0.4781,-0.8169,0.4659,1.05
21.871399,-0.4772,-0.7517,0.2130,0.92
21.921427,-0.3662,-0.8043,-0.2224,0.91
21.975785,-0.1554,-0.6608,-0.1839,0.70
22.020683,-0.0210,-0.7147,0.0833,0.72
22.076046,-0.6455,-0.9870,0.8017,1.43
22.121505,-1.5123,-0.7808,0.2343,1.72
22.171869,-0.5489,-0.5798,-0.0515,0.80
22.221009,-0.5075,-1.9839,-0.0040,2.05
22.280003,-0.0373,-0.6715,0.2936,0.73
22.329099,-0.2652,-0.8325,0.0246,0.87
22.371330,-0.2989,-0.8971,-0.0526,0.95
22.421631,-0.2982,-0.9242,-0.2840,1.01
22.478981,-0.3650,-0.7842,-0.1657,0.88
22.529514,-0.4933,-0.9030,0.0034,1.03
22.573407,-0.4941,-0.8528,-0.0711,0.99
22.630276,-0.5655,-0.9380,0.0958,1.10
22.672496,-0.4498,-0.9492,0.4420,1.14
22.730163,-0.7949,-0.8332,0.0993,1.16
22.775617,-0.9457,-1.0692,0.1856,1.44
22.830144,-0.5340,-0.9085,0.1074,1.06
22.875267,-0.3783,-1.0748,-0.1908,1.16
22.929159,-0.3385,-1.4052,-0.3127,1.48
22.980248,-0.5242,-0.7243,0.4109,0.98
23.029474,-0.4956,-0.7224,0.2472,0.91
23.079819,-0.2922,-0.8238,-0.2800,0.92
23.129655,-0.0217,-0.8120,-0.2285,0.84
23.179698,0.0870,-0.7600,0.2746,0.81
23.229525,-1.0212,-1.0566,0.8617,1.70
23.279443,-1.1045,-0.6870,-0.0624,1.30
23.330274,-0.7081,-1.5189,0.1350,1.68
23.384294,0.0588,-0.7498,0.1028,0.76
23.429232,-0.1214,-0.4336,0.0654,0.45
23.476268,-0.3420,-0.8799,-0.0509,0.95
23.529546,-0.4208,-1.0608,-0.2901,1.18
23.582686,-0.2543,-0.7449,-0.2041,0.81
23.629207,-0.4035,-0.7540,-0.0029,0.86
23.676330,-0.4850,-0.9562,-0.0651,1.07
23.730525,-0.5073,-0.9533,0.1337,1.09
23.784193,-0.6672,-0.9112,0.3209,1.17
23.829320,-0.7387,-0.9074,0.1179,1.18
23.878761,-0.7191,-1.0290,0.0219,1.26
23.929044,-0.5359,-0.9115,0.1083,1.06
23.980160,-0.4098,-1.2222,-0.2777,1.32
24.029282,-0.3177,-1.4898,-0.0622,1.52
24.079833,-0.3780,-0.7982,0.6990,1.13
24.129548,-0.2525,-0.8197,-0.0465,0.86
24.181481,-0.2348,-0.6869,-0.1847,0.75
24.229444,-0.2411,-0.6398,-0.1522,0.70
24.284325,-0.1652,-0.8277,0.3727,0.92
24.329685,-0.9938,-0.8594,0.8059,1.54
24.383880,-1.1331,-0.6645,-0.0967,1.32
24.437498,-0.4484,-1.2168,0.0094,1.30
24.480464,-0.3192,-1.8755,0.0045,1.90
24.538226,-0.1463,-0.7465,0.0743,0.76
24.587215,-0.2911,-0.8269,-0.0312,0.88
24.637485,-0.4615,-0.9275,-0.2356,1.06
24.687781,-0.4576,-0.7900,-0.2207,0.94
24.738680,-0.4311,-0.7236,-0.0532,0.84
24.787713,-0.4488,-0.9069,-0.0241,1.01
24.837537,-0.3597,-0.9394,0.0550,1.01
24.887468,-0.4217,-0.9936,0.2791,1.11
24.937867,-0.5790,-0.9491,0.0702,1.11
24.987254,-0.7445,-0.8300,-0.0168,1.12
25.037288,-0.8380,-1.0253,0.1155,1.33
25.087499,-0.5292,-0.7968,0.2456,0.99
25.137345,-0.4641,-0.9862,-0.1403,1.10
25.188066,-0.4775,-1.5211,-0.1724,1.60
25.237205,-0.4811,-0.8048,0.4025,1.02
25.288566,-0.4385,-0.8260,0.2003,0.96
25.337645,-0.2683,-0.8183,-0.2568,0.90
25.392067,-0.1760,-0.6350,-0.2180,0.69
25.437223,-0.1997,-0.8173,0.1696,0.86
25.492922,-0.6757,-0.8976,0.6648,1.31
25.538103,-1.1725,-0.7373,0.2231,1.40
25.587902,-0.4515,-0.6027,-0.0806,0.76
25.638063,-0.6953,-2.2586,-0.0786,2.36
25.687358,0.0561,-0.4595,0.4302,0.63
25.738179,-0.2552,-0.8017,0.0263,0.84
25.787694,-0.4104,-1.0918,-0.1789,1.18
25.838079,-0.3286,-0.8976,-0.3050,1.00
25.892885,-0.3495,-0.7807,-0.0905,0.86
25.946663,-0.4654,-0.9065,-0.0252,1.02
25.989048,-0.4847,-0.8739,-0.0384,1.00
26.045749,-0.5322,-0.8853,0.0690,1.04
26.092751,-0.3899,-1.0246,0.3484,1.15
26.146942,-0.7114,-0.9489,0.0214,1.19
26.195746,-0.7665,-1.0010,-0.0618,1.26
26.246497,-0.5676,-1.0332,0.3142,1.22
26.296237,-0.3614,-0.7880,0.0402,0.87
26.345989,-0.4042,-1.2848,-0.1170,1.35
26.395727,-0.4680,-1.0627,0.1978,1.18
26.446409,-0.4774,-0.7420,0.2819,0.93
26.496291,-0.3363,-0.8375,-0.1077,0.91
